0; Соломон; Кириллов; Юрьевич; 29; 168; 51; Москва; Санкт-Петербург
5971; Донат; Рыбаков; Юрьевич; 42; 173; 81; Москва; Москва
5972; Изот; Петухов; Михайлович; 65; 190; 88; Санкт-Петербург; Москва
5973; Фива; Лыткин; Юрьевич; 19; 172; 65; Санкт-Петербург; Москва
5974; Дина; Андреев; Юрьевич; 34; 171; 66; Москва; Москва
5975; Аврам; Лукин; Юрьевич; 23; 173; 67; Санкт-Петербург; Москва
5976; Артемий; Власов; Михайлович; 20; 179; 70; Москва; Санкт-Петербург
5977; Северьян; Крылов; Юрьевич; 69; 169; 77; Санкт-Петербург; Санкт-Петербург
5978; Шушаника; Фомин; Михайлович; 38; 190; 42; Санкт-Петербург; Санкт-Петербург
5979; Нимфодора; Павлов; Михайлович; 65; 179; 40; Санкт-Петербург; Санкт-Петербург
5980; Германа; Некрасов; Юрьевич; 48; 193; 79; Санкт-Петербург; Санкт-Петербург
5981; Валериан; Родионов; Михайлович; 32; 185; 47; Санкт-Петербург; Москва
5982; Дормедонт; Антонов; Юрьевич; 49; 179; 84; Москва; Москва
5983; Галина; Петров; Юрьевич; 22; 163; 45; Санкт-Петербург; Санкт-Петербург
5984; Всеволод; Копылов; Юрьевич; 33; 168; 50; Москва; Санкт-Петербург
5985; Рема; Агафонов; Михайлович; 68; 155; 76; Санкт-Петербург; Москва
5986; Воислава; Гущин; Михайлович; 35; 168; 52; Санкт-Петербург; Москва
5987; Марат; Сысоев; Юрьевич; 21; 196; 88; Санкт-Петербург; Санкт-Петербург
5988; Донара; Семёнов; Юрьевич; 44; 199; 85; Москва; Москва
5989; Снадулия; Мамонтов; Михайлович; 64; 175; 41; Санкт-Петербург; Санкт-Петербург
5990; Верония; Крюков; Михайлович; 22; 160; 82; Санкт-Петербург; Москва
5991; Евмен; Зайцев; Юрьевич; 43; 184; 64; Санкт-Петербург; Санкт-Петербург
5992; Антиох; Захаров; Юрьевич; 39; 184; 64; Москва; Санкт-Петербург
5993; Артемида; Комаров; Михайлович; 50; 192; 56; Санкт-Петербург; Москва
5994; Магда; Васильев; Юрьевич; 49; 178; 75; Москва; Санкт-Петербург
5995; Рюрик; Бирюков; Юрьевич; 41; 198; 87; Санкт-Петербург; Санкт-Петербург
5996; Анект; Вишняков; Михайлович; 19; 157; 40; Москва; Санкт-Петербург
5997; Ульяна; Нестеров; Юрьевич; 43; 177; 55; Москва; Москва
5998; Георгий; Наумов; Юрьевич; 24; 169; 62; Санкт-Петербург; Москва
5999; Бонифат; Панфилов; Юрьевич; 47; 174; 45; Санкт-Петербург; Москва
6000; Ефремий; Большаков; Михайлович; 35; 197; 88; Москва; Москва
6001; Владимира; Жданов; Михайлович; 58; 172; 89; Санкт-Петербург; Москва
6002; Радислав; Фомичёв; Юрьевич; 63; 194; 45; Москва; Москва
6003; Эрнест; Молчанов; Юрьевич; 33; 179; 73; Москва; Москва
6004; Агнесса; Пахомов; Михайлович; 62; 163; 75; Санкт-Петербург; Санкт-Петербург
6005; Герман; Соловьёв; Михайлович; 60; 157; 85; Москва; Санкт-Петербург
6006; Арсентий; Соколов; Михайлович; 49; 191; 49; Санкт-Петербург; Санкт-Петербург
6007; Глафира; Шаров; Юрьевич; 44; 156; 57; Москва; Москва
6008; Агапия; Носов; Михайлович; 42; 166; 70; Москва; Москва
6009; Матильда; Тетерин; Юрьевич; 59; 195; 80; Москва; Москва
6010; Таисия; Евсеев; Михайлович; 34; 187; 81; Москва; Санкт-Петербург
6011; Флорентин; Кулагин; Юрьевич; 23; 179; 60; Москва; Санкт-Петербург
6012; Федотий; Власов; Михайлович; 20; 192; 85; Санкт-Петербург; Санкт-Петербург
6013; Верония; Некрасов; Михайлович; 58; 158; 73; Санкт-Петербург; Москва
6014; Анемподист; Тарасов; Михайлович; 64; 196; 48; Санкт-Петербург; Санкт-Петербург
6015; Федосий; Харитонов; Юрьевич; 34; 151; 45; Санкт-Петербург; Санкт-Петербург
6016; Тихомира; Рябов; Юрьевич; 43; 190; 76; Москва; Москва
6017; Рогнеда; Богданов; Юрьевич; 31; 179; 75; Москва; Москва
6018; Эрнест; Фёдоров; Михайлович; 21; 156; 80; Москва; Москва
6019; Евминия; Мартынов; Михайлович; 64; 163; 87; Москва; Санкт-Петербург
6020; Мая; Меркушев; Юрьевич; 18; 185; 50; Санкт-Петербург; Санкт-Петербург
6021; Тигран; Королёв; Юрьевич; 59; 172; 45; Москва; Москва
6022; Силантий; Гусев; Михайлович; 40; 170; 71; Санкт-Петербург; Санкт-Петербург
6023; Милица; Баранов; Юрьевич; 31; 178; 88; Москва; Санкт-Петербург
6024; Амфилохий; Козлов; Юрьевич; 60; 157; 52; Санкт-Петербург; Санкт-Петербург
6025; Ефимий; Казаков; Михайлович; 52; 190; 62; Москва; Москва
6026; Свирид; Бобров; Юрьевич; 26; 196; 65; Москва; Санкт-Петербург
6027; Фессалоникия; Ларионов; Михайлович; 31; 154; 45; Москва; Санкт-Петербург
6028; Игнатий; Галкин; Михайлович; 20; 195; 84; Санкт-Петербург; Москва
6029; Заряна; Поляков; Михайлович; 48; 162; 44; Санкт-Петербург; Санкт-Петербург
6030; Станимир; Вишняков; Михайлович; 36; 189; 81; Москва; Москва
6031; Радислава; Лазарев; Михайлович; 49; 164; 84; Москва; Москва
6032; Радосвета; Назаров; Михайлович; 38; 155; 84; Москва; Санкт-Петербург
6033; Григорий; Воронцов; Юрьевич; 20; 155; 42; Санкт-Петербург; Москва
6034; Цвета; Селезнёв; Михайлович; 44; 177; 80; Санкт-Петербург; Санкт-Петербург
6035; Евфросиния; Белозёров; Юрьевич; 26; 159; 78; Санкт-Петербург; Санкт-Петербург
6036; Олег; Фадеев; Михайлович; 62; 188; 64; Москва; Санкт-Петербург
6037; Даниил; Семёнов; Михайлович; 23; 159; 71; Санкт-Петербург; Санкт-Петербург
6038; Мартин; Филатов; Юрьевич; 31; 172; 88; Санкт-Петербург; Санкт-Петербург
6039; Лолия; Носков; Михайлович; 50; 187; 86; Москва; Санкт-Петербург
6040; Эльмира; Попов; Юрьевич; 36; 162; 44; Москва; Санкт-Петербург
6041; Патрикей; Куликов; Юрьевич; 26; 164; 70; Москва; Санкт-Петербург
6042; Серапион; Трофимов; Михайлович; 62; 186; 44; Санкт-Петербург; Москва
6043; Лина; Калашников; Михайлович; 50; 151; 48; Москва; Москва
6044; Белла; Егоров; Михайлович; 42; 152; 60; Москва; Москва
6045; Валерия; Капустин; Михайлович; 63; 182; 80; Москва; Санкт-Петербург
